MaritalStatus,ApplicationMode,ApplicationOrder,Course,Attendance,PrevQual,PreviousGrade,Nationality,MotherQual,FatherQual,MotherOcc,FatherOcc,AdmissionGrade,Displaced,SpecialNeeds,Debtor,TuitionUpToDate,Gender,Scholarship,Age,International,UnempRate,Inflation,GDP,financial_risk,vulnerability_idx,academic_distress,total_failures,age_x_scholarship,age_x_financial_risk,gdp_x_debtor,unemp_x_age,gdp_x_tuition,inflation_x_debtor,admission_vs_prevgrade,parent_qual_avg,parent_occ_avg,Target
1,1,2,9853,1,1,133.0,1,19,37,4,9,130.2,1,0,0,1,0,0,19,0,12.7,3.7,-1.7,0,1,0,0,0,0,-0.0,241.29999999999998,-1.7,0.0,-2.8000000000000114,28.0,6.5,1
1,53,1,9254,1,42,110.0,1,1,1,4,7,111.8,1,0,0,1,0,1,21,0,8.9,1.4,3.51,0,2,0,0,21,0,0.0,186.9,3.51,0.0,1.7999999999999972,1.0,5.5,0
1,1,1,9085,1,1,149.0,1,38,37,5,5,137.1,1,0,0,1,0,1,18,0,10.8,1.4,1.74,0,2,0,0,18,0,0.0,194.4,1.74,0.0,-11.900000000000006,37.5,5.0,0
1,1,1,9773,1,1,127.0,1,19,37,9,3,120.7,1,0,0,1,0,0,20,0,15.5,2.8,-4.06,0,1,0,0,0,0,-0.0,310.0,-4.06,0.0,-6.299999999999997,28.0,6.0,1
1,17,2,9500,1,1,135.0,1,19,1,5,4,127.3,1,0,0,1,0,0,18,0,15.5,2.8,-4.06,0,1,0,0,0,0,-0.0,279.0,-4.06,0.0,-7.700000000000003,10.0,4.5,0
1,1,1,9130,1,1,137.0,1,3,19,3,5,136.3,1,0,0,1,0,0,20,0,10.8,1.4,1.74,0,1,0,0,0,0,0.0,216.0,1.74,0.0,-0.6999999999999886,11.0,4.0,0
1,1,3,171,1,1,122.0,1,1,1,9,8,120.3,0,0,0,1,0,1,21,0,11.1,0.6,2.02,0,1,0,0,21,0,0.0,233.1,2.02,0.0,-1.7000000000000028,1.0,8.5,0
1,1,4,9500,1,1,142.0,1,19,19,1,1,125.5,1,0,0,1,0,0,18,0,12.7,3.7,-1.7,0,1,0,0,0,0,-0.0,228.6,-1.7,0.0,-16.5,19.0,1.0,0
1,1,4,9670,1,1,125.0,1,1,38,4,7,114.9,1,0,0,1,0,1,19,0,11.1,0.6,2.02,0,2,0,0,19,0,0.0,210.9,2.02,0.0,-10.099999999999994,19.5,5.5,0
1,1,1,9500,1,1,126.0,1,19,19,3,7,123.9,0,0,0,1,0,0,19,0,11.1,0.6,2.02,0,0,0,0,0,0,0.0,210.9,2.02,0.0,-2.0999999999999943,19.0,5.0,0
1,17,2,9238,1,1,115.0,1,19,38,7,8,116.4,1,0,0,1,0,0,21,0,16.2,0.3,-0.92,0,1,0,0,0,0,-0.0,340.2,-0.92,0.0,1.4000000000000057,28.5,7.5,0
1,1,1,9147,1,1,135.0,1,19,1,9,9,122.1,1,0,0,1,0,0,20,0,16.2,0.3,-0.92,0,1,0,0,0,0,-0.0,324.0,-0.92,0.0,-12.900000000000006,10.0,9.0,0
1,51,1,9070,1,1,125.0,1,42,3,125,124,130.0,1,0,0,1,1,0,20,0,8.9,1.4,3.51,0,1,0,0,0,0,0.0,178.0,3.51,0.0,5.0,22.5,124.5,0
1,18,1,8014,0,1,138.0,1,19,1,9,5,134.5,1,0,0,1,0,0,19,0,12.4,0.5,1.79,0,1,0,0,0,0,0.0,235.6,1.79,0.0,-3.5,10.0,7.0,0
1,1,1,9991,0,1,130.0,1,2,37,3,9,131.4,0,0,0,1,1,0,34,0,13.9,-0.3,0.79,0,0,0,0,0,0,0.0,472.6,0.79,-0.0,1.4000000000000057,19.5,6.0,0
1,39,1,33,1,1,130.0,1,38,37,9,6,102.5,0,0,1,0,1,0,37,0,8.9,1.4,3.51,2,2,0,0,0,74,3.51,329.3,0.0,1.4,-27.5,37.5,7.5,1
1,39,1,9119,1,10,133.1,1,34,37,0,0,128.8,1,0,0,1,1,0,43,0,7.6,2.6,0.32,0,1,0,0,0,0,0.0,326.8,0.32,0.0,-4.299999999999983,35.5,0.0,1
1,43,1,9147,1,1,140.0,1,37,37,6,6,122.9,0,0,0,1,0,0,55,0,16.2,0.3,-0.92,0,0,0,0,0,0,-0.0,891.0,-0.92,0.0,-17.099999999999994,37.0,6.0,1
4,39,1,9991,0,1,120.0,1,19,19,9,3,113.9,1,0,0,1,0,0,39,0,7.6,2.6,0.32,0,1,0,0,0,0,0.0,296.4,0.32,0.0,-6.099999999999994,19.0,6.0,0
1,44,1,9130,1,39,120.0,6,4,4,3,6,120.0,0,0,1,0,0,0,20,1,12.4,0.5,1.79,2,2,0,0,0,40,1.79,248.0,0.0,0.5,0.0,4.0,4.5,1
1,1,5,9773,1,1,126.0,1,3,3,2,2,121.1,0,0,1,1,0,0,18,0,12.7,3.7,-1.7,1,1,0,0,0,18,-1.7,228.6,-1.7,3.7,-4.900000000000006,3.0,2.0,1
1,1,2,9147,1,1,133.0,1,3,19,2,7,120.4,1,0,0,1,0,0,22,0,8.9,1.4,3.51,0,1,0,0,0,0,0.0,195.8,3.51,0.0,-12.599999999999994,11.0,4.5,0
1,1,6,9500,1,1,103.0,1,1,3,2,2,100.6,1,1,0,1,0,0,22,0,11.1,0.6,2.02,0,1,0,0,0,0,0.0,244.2,2.02,0.0,-2.4000000000000057,2.0,2.0,0
1,17,1,9773,1,1,120.0,1,1,38,5,5,121.4,0,0,0,0,0,0,20,0,12.4,0.5,1.79,1,1,0,0,0,20,0.0,248.0,0.0,0.0,1.4000000000000057,19.5,5.0,1
1,39,1,9991,0,1,133.1,1,37,37,9,9,109.7,0,0,0,1,0,0,29,0,16.2,0.3,-0.92,0,0,0,0,0,0,-0.0,469.79999999999995,-0.92,0.0,-23.39999999999999,37.0,9.0,1
1,17,2,9238,1,1,130.0,1,19,19,9,9,127.6,1,0,0,1,0,0,18,0,11.1,0.6,2.02,0,1,0,0,0,0,0.0,199.79999999999998,2.02,0.0,-2.4000000000000057,19.0,9.0,0
1,17,6,9500,1,1,132.0,1,37,19,7,7,132.4,1,0,0,1,0,1,22,0,11.1,0.6,2.02,0,2,0,0,22,0,0.0,244.2,2.02,0.0,0.4000000000000057,28.0,7.0,0
1,44,1,8014,0,39,130.0,1,1,19,9,9,133.4,0,0,0,1,0,1,21,0,12.4,0.5,1.79,0,1,0,0,21,0,0.0,260.40000000000003,1.79,0.0,3.4000000000000057,10.0,9.0,0
1,1,1,9238,1,1,139.0,1,37,38,9,9,126.1,0,0,0,1,0,1,19,0,12.7,3.7,-1.7,0,1,0,0,19,0,-0.0,241.29999999999998,-1.7,0.0,-12.900000000000006,37.5,9.0,0
1,39,1,9254,1,1,130.0,1,19,38,9,7,113.5,0,0,0,1,0,1,24,0,12.4,0.5,1.79,0,1,0,0,24,0,0.0,297.6,1.79,0.0,-16.5,28.5,8.0,0
1,1,3,9130,1,1,167.0,1,37,37,90,90,159.3,0,0,0,1,0,0,19,0,7.6,2.6,0.32,0,0,0,0,0,0,0.0,144.4,0.32,0.0,-7.699999999999989,37.0,90.0,0
1,39,1,9991,0,1,130.0,1,38,38,9,9,120.0,0,0,0,1,0,0,27,0,9.4,-0.8,-3.12,0,0,0,0,0,0,-0.0,253.8,-3.12,-0.0,-10.0,38.0,9.0,1
1,1,1,9500,1,1,130.0,1,1,19,5,5,129.1,1,0,0,1,0,0,18,0,15.5,2.8,-4.06,0,1,0,0,0,0,-0.0,279.0,-4.06,0.0,-0.9000000000000057,10.0,5.0,0
2,7,1,9254,1,3,130.0,1,1,3,4,3,130.0,0,0,0,1,0,0,39,0,12.4,0.5,1.79,0,0,0,0,0,0,0.0,483.6,1.79,0.0,0.0,2.0,3.5,1
1,39,1,9130,1,40,129.0,1,3,3,2,2,155.3,1,0,0,1,0,0,27,0,12.4,0.5,1.79,0,1,0,0,0,0,0.0,334.8,1.79,0.0,26.30000000000001,3.0,2.0,1
1,17,1,9500,1,1,141.0,1,38,38,7,10,139.8,1,0,0,1,0,0,18,0,9.4,-0.8,-3.12,0,1,0,0,0,0,-0.0,169.20000000000002,-3.12,-0.0,-1.1999999999999886,38.0,8.5,0
1,1,2,9500,1,1,125.0,1,19,19,9,9,114.9,0,0,0,1,0,0,18,0,16.2,0.3,-0.92,0,0,0,0,0,0,-0.0,291.59999999999997,-0.92,0.0,-10.099999999999994,19.0,9.0,0
1,44,1,9238,1,39,130.0,1,19,1,9,9,131.9,0,0,0,1,0,1,21,0,13.9,-0.3,0.79,0,1,0,0,21,0,0.0,291.90000000000003,0.79,-0.0,1.9000000000000057,10.0,9.0,0
4,42,1,9500,1,19,133.1,1,1,1,5,5,126.0,1,0,0,1,1,0,29,0,13.9,-0.3,0.79,0,1,0,0,0,0,0.0,403.1,0.79,-0.0,-7.099999999999994,1.0,5.0,1
1,1,3,171,1,1,139.0,1,19,19,5,3,128.2,1,0,0,1,1,1,19,0,10.8,1.4,1.74,0,2,0,0,19,0,0.0,205.20000000000002,1.74,0.0,-10.800000000000011,19.0,4.0,0
1,44,1,9003,1,39,130.0,1,19,37,9,9,130.0,1,0,0,1,1,0,23,0,8.9,1.4,3.51,0,1,0,0,0,0,0.0,204.70000000000002,3.51,0.0,0.0,28.0,9.0,0
1,1,3,9147,1,1,125.0,1,1,38,7,7,120.1,0,0,1,1,1,0,19,0,16.2,0.3,-0.92,1,1,0,0,0,19,-0.92,307.8,-0.92,0.3,-4.900000000000006,19.5,7.0,1
1,17,1,9500,1,1,150.0,1,37,19,8,4,130.8,0,0,0,1,1,0,24,0,13.9,-0.3,0.79,0,0,0,0,0,0,0.0,333.6,0.79,-0.0,-19.19999999999999,28.0,6.0,0
1,1,1,171,1,1,141.0,1,19,19,5,10,135.8,1,0,0,1,1,0,19,0,15.5,2.8,-4.06,0,1,0,0,0,0,-0.0,294.5,-4.06,0.0,-5.199999999999989,19.0,7.5,1
1,17,4,9254,1,1,118.0,1,38,37,5,7,111.7,1,0,0,1,1,0,18,0,12.4,0.5,1.79,0,1,0,0,0,0,0.0,223.20000000000002,1.79,0.0,-6.299999999999997,37.5,6.0,1
1,1,2,9773,1,1,142.0,1,38,38,9,9,132.9,1,0,0,1,1,0,18,0,10.8,1.4,1.74,0,1,0,0,0,0,0.0,194.4,1.74,0.0,-9.099999999999994,38.0,9.0,0
1,17,3,9147,1,1,120.0,1,19,19,4,7,115.5,1,0,1,1,1,0,18,0,10.8,1.4,1.74,1,2,0,0,0,18,1.74,194.4,1.74,1.4,-4.5,19.0,5.5,1
1,18,4,9254,1,1,106.0,1,19,37,7,7,106.0,1,0,0,1,1,1,21,0,9.4,-0.8,-3.12,0,2,0,0,21,0,-0.0,197.4,-3.12,-0.0,0.0,28.0,7.0,1
1,17,4,9773,1,1,121.0,1,1,19,9,8,120.3,1,0,1,1,1,1,19,0,8.9,1.4,3.51,1,3,0,0,19,19,3.51,169.1,3.51,1.4,-0.7000000000000028,10.0,8.5,0
1,17,4,9500,1,1,150.0,1,38,37,9,9,130.8,0,0,0,1,1,1,22,0,16.2,0.3,-0.92,0,1,0,0,22,0,-0.0,356.4,-0.92,0.0,-19.19999999999999,37.5,9.0,0
2,39,1,8014,0,1,120.0,1,37,37,9,6,117.0,0,0,0,1,1,0,33,0,10.8,1.4,1.74,0,0,0,0,0,0,0.0,356.40000000000003,1.74,0.0,-3.0,37.0,7.5,0
1,1,6,9853,1,1,114.0,1,19,19,9,9,110.2,1,0,0,1,1,0,20,0,10.8,1.4,1.74,0,1,0,0,0,0,0.0,216.0,1.74,0.0,-3.799999999999997,19.0,9.0,1
1,39,1,9991,0,2,140.0,1,3,3,2,2,155.7,1,0,0,1,1,0,35,0,10.8,1.4,1.74,0,1,0,0,0,0,0.0,378.0,1.74,0.0,15.699999999999989,3.0,2.0,1
1,39,1,9003,1,4,160.0,1,3,3,4,2,180.4,0,0,1,1,1,0,24,0,12.4,0.5,1.79,1,1,0,0,0,24,1.79,297.6,1.79,0.5,20.400000000000006,3.0,3.0,1
2,39,1,8014,0,1,130.0,1,37,37,9,6,110.0,1,0,0,1,0,0,33,0,9.4,-0.8,-3.12,0,1,0,0,0,0,-0.0,310.2,-3.12,-0.0,-20.0,37.0,7.5,0
1,42,1,9500,1,1,160.0,1,37,38,9,7,161.0,1,0,0,1,0,1,22,0,10.8,1.4,1.74,0,2,0,0,22,0,0.0,237.60000000000002,1.74,0.0,1.0,37.5,8.0,0
1,39,1,9670,1,1,120.0,1,1,19,4,5,100.0,0,0,0,1,0,1,25,0,9.4,-0.8,-3.12,0,1,0,0,25,0,-0.0,235.0,-3.12,-0.0,-20.0,10.0,4.5,0
1,17,1,9070,1,1,124.0,1,19,38,4,0,117.6,1,0,0,1,1,0,20,0,7.6,2.6,0.32,0,1,0,0,0,0,0.0,152.0,0.32,0.0,-6.400000000000006,28.5,2.0,0
1,39,1,9500,1,1,133.1,1,1,1,4,10,100.8,0,0,0,1,1,0,24,0,13.9,-0.3,0.79,0,0,0,0,0,0,0.0,333.6,0.79,-0.0,-32.3,1.0,7.0,1
1,17,2,9773,1,1,133.1,41,19,1,9,9,105.0,1,0,0,0,0,0,21,1,8.9,1.4,3.51,1,2,0,0,0,21,0.0,186.9,0.0,0.0,-28.099999999999994,10.0,9.0,0
1,15,1,9130,1,1,133.1,41,1,1,4,4,100.0,0,0,0,1,0,0,26,1,8.9,1.4,3.51,0,0,0,0,0,0,0.0,231.4,3.51,0.0,-33.099999999999994,1.0,4.0,1
2,39,1,9853,1,10,133.1,1,37,34,0,0,115.5,0,0,0,1,0,0,39,0,7.6,2.6,0.32,0,0,0,0,0,0,0.0,296.4,0.32,0.0,-17.599999999999994,35.5,0.0,1
2,39,1,8014,0,1,133.1,1,37,19,9,9,114.0,0,0,0,1,0,0,44,0,12.7,3.7,-1.7,0,0,0,0,0,0,-0.0,558.8,-1.7,0.0,-19.099999999999994,28.0,9.0,0
1,1,5,9773,1,1,135.0,1,37,1,5,5,124.9,1,0,0,1,0,0,18,0,8.9,1.4,3.51,0,1,0,0,0,0,0.0,160.20000000000002,3.51,0.0,-10.099999999999994,19.0,5.0,0
1,1,5,9500,1,1,132.0,1,37,37,7,7,120.3,1,0,0,1,0,1,18,0,12.4,0.5,1.79,0,2,0,0,18,0,0.0,223.20000000000002,1.79,0.0,-11.700000000000003,37.0,7.0,0
1,1,4,9500,1,1,115.0,1,3,3,2,2,111.5,1,0,1,0,0,0,19,0,13.9,-0.3,0.79,2,3,0,0,0,38,0.79,264.1,0.0,-0.3,-3.5,3.0,2.0,1
1,53,1,9085,1,42,130.0,1,38,38,9,9,128.8,0,0,0,1,0,0,21,0,8.9,1.4,3.51,0,0,0,0,0,0,0.0,186.9,3.51,0.0,-1.1999999999999886,38.0,9.0,1
1,1,4,171,1,1,133.1,1,1,1,9,10,110.0,1,0,0,1,0,0,20,0,16.2,0.3,-0.92,0,1,0,0,0,0,-0.0,324.0,-0.92,0.0,-23.099999999999994,1.0,9.5,0
2,39,1,8014,0,1,130.0,1,37,37,6,5,113.5,1,0,0,1,0,0,36,0,9.4,-0.8,-3.12,0,1,0,0,0,0,-0.0,338.40000000000003,-3.12,-0.0,-16.5,37.0,5.5,1
4,39,1,9003,1,12,133.1,1,37,37,9,6,160.0,0,0,0,1,0,0,43,0,15.5,2.8,-4.06,0,0,0,0,0,0,-0.0,666.5,-4.06,0.0,26.900000000000006,37.0,7.5,0
1,18,1,9853,1,1,123.0,1,19,19,9,7,117.4,1,0,0,1,0,0,19,0,11.1,0.6,2.02,0,1,0,0,0,0,0.0,210.9,2.02,0.0,-5.599999999999994,19.0,8.0,1
1,51,1,9070,1,1,130.0,1,3,1,2,8,122.2,0,0,1,1,0,0,20,0,11.1,0.6,2.02,1,1,0,0,0,20,2.02,222.0,2.02,0.6,-7.799999999999997,2.0,5.0,0
1,1,2,9238,1,1,122.0,1,37,38,4,7,118.2,1,0,0,1,0,0,19,0,16.2,0.3,-0.92,0,1,0,0,0,0,-0.0,307.8,-0.92,0.0,-3.799999999999997,37.5,5.5,1
1,1,1,9085,1,1,113.0,1,1,1,4,4,106.7,1,0,0,1,0,0,20,0,15.5,2.8,-4.06,0,1,0,0,0,0,-0.0,310.0,-4.06,0.0,-6.299999999999997,1.0,4.0,1
1,1,5,9500,1,1,111.0,1,3,4,4,3,108.2,1,0,0,1,0,0,20,0,12.4,0.5,1.79,0,1,0,0,0,0,0.0,248.0,1.79,0.0,-2.799999999999997,3.5,3.5,1
1,1,1,9238,1,1,142.0,1,37,37,6,7,136.1,1,0,0,1,0,0,18,0,13.9,-0.3,0.79,0,1,0,0,0,0,0.0,250.20000000000002,0.79,-0.0,-5.900000000000006,37.0,6.5,0
1,1,1,9085,1,1,131.0,1,19,19,9,9,139.8,1,0,0,1,0,0,19,0,10.8,1.4,1.74,0,1,0,0,0,0,0.0,205.20000000000002,1.74,0.0,8.800000000000011,19.0,9.0,0
1,1,3,9773,1,1,158.0,1,1,38,4,7,157.0,1,0,0,1,0,0,18,0,10.8,1.4,1.74,0,1,0,0,0,0,0.0,194.4,1.74,0.0,-1.0,19.5,5.5,0
1,17,2,9500,1,1,122.0,1,37,37,9,9,131.0,1,0,0,1,0,0,18,0,7.6,2.6,0.32,0,1,0,0,0,0,0.0,136.79999999999998,0.32,0.0,9.0,37.0,9.0,1
1,1,2,9085,1,1,140.0,1,37,38,9,7,137.0,0,0,0,1,0,0,18,0,9.4,-0.8,-3.12,0,0,0,0,0,0,-0.0,169.20000000000002,-3.12,-0.0,-3.0,37.5,8.0,0
1,1,1,9147,1,1,127.0,1,2,19,4,5,121.8,0,0,0,1,0,0,18,0,11.1,0.6,2.02,0,0,0,0,0,0,0.0,199.79999999999998,2.02,0.0,-5.200000000000003,10.5,4.5,0
1,17,1,9254,1,1,133.1,1,1,1,4,5,131.0,1,0,0,1,0,0,21,0,9.4,-0.8,-3.12,0,1,0,0,0,0,-0.0,197.4,-3.12,-0.0,-2.0999999999999943,1.0,4.5,1
1,1,2,9147,1,1,120.0,1,19,19,9,7,118.6,1,0,0,1,0,0,19,0,16.2,0.3,-0.92,0,1,0,0,0,0,-0.0,307.8,-0.92,0.0,-1.4000000000000057,19.0,8.0,0
1,1,1,171,1,1,137.0,1,3,19,2,9,122.3,0,0,0,1,0,0,19,0,10.8,1.4,1.74,0,0,0,0,0,0,0.0,205.20000000000002,1.74,0.0,-14.700000000000003,11.0,5.5,1
1,1,1,9670,1,1,131.0,1,38,38,9,9,127.9,0,0,0,1,0,1,19,0,9.4,-0.8,-3.12,0,1,0,0,19,0,-0.0,178.6,-3.12,-0.0,-3.0999999999999943,38.0,9.0,0
1,1,1,9085,1,1,130.0,1,19,38,4,7,121.3,1,0,0,1,0,0,19,0,15.5,2.8,-4.06,0,1,0,0,0,0,-0.0,294.5,-4.06,0.0,-8.700000000000003,28.5,5.5,0
1,17,6,9556,1,1,122.0,1,1,1,4,5,117.1,1,0,0,1,0,0,19,0,13.9,-0.3,0.79,0,1,0,0,0,0,0.0,264.1,0.79,-0.0,-4.900000000000006,1.0,4.5,1
1,44,1,9085,1,39,160.0,1,37,37,9,9,160.0,1,0,0,1,0,0,20,0,12.4,0.5,1.79,0,1,0,0,0,0,0.0,248.0,1.79,0.0,0.0,37.0,9.0,0
1,17,3,9238,1,1,131.0,1,1,39,5,3,122.6,1,0,0,1,0,0,18,0,12.4,0.5,1.79,0,1,0,0,0,0,0.0,223.20000000000002,1.79,0.0,-8.400000000000006,20.0,4.0,0
1,17,6,9500,1,1,132.0,1,1,37,8,9,128.0,1,0,0,1,0,0,19,0,12.4,0.5,1.79,0,1,0,0,0,0,0.0,235.6,1.79,0.0,-4.0,19.0,8.5,0
1,1,3,9500,1,1,138.0,1,19,19,5,8,124.9,1,0,0,1,0,1,18,0,13.9,-0.3,0.79,0,2,0,0,18,0,0.0,250.20000000000002,0.79,-0.0,-13.099999999999994,19.0,6.5,1
1,17,2,9070,1,1,130.0,1,37,37,9,9,123.7,1,0,0,1,0,0,18,0,7.6,2.6,0.32,0,1,0,0,0,0,0.0,136.79999999999998,0.32,0.0,-6.299999999999997,37.0,9.0,0
1,1,4,9147,1,1,126.0,1,1,19,4,8,120.1,1,0,0,1,0,0,19,0,8.9,1.4,3.51,0,1,0,0,0,0,0.0,169.1,3.51,0.0,-5.900000000000006,10.0,6.0,0
1,17,6,9500,1,1,148.0,1,1,19,3,3,131.7,1,0,0,1,0,0,19,0,13.9,-0.3,0.79,0,1,0,0,0,0,0.0,264.1,0.79,-0.0,-16.30000000000001,10.0,3.0,1
1,43,1,9238,1,1,130.0,1,38,37,9,7,133.2,0,0,0,1,0,0,20,0,7.6,2.6,0.32,0,0,0,0,0,0,0.0,152.0,0.32,0.0,3.1999999999999886,37.5,8.0,0
1,1,1,9670,1,1,117.0,1,1,38,3,9,109.3,0,0,1,0,0,1,19,0,12.4,0.5,1.79,2,3,0,0,19,38,1.79,235.6,0.0,0.5,-7.700000000000003,19.5,6.0,1
1,17,1,9670,1,1,120.0,1,19,19,5,5,113.0,1,0,0,1,0,0,20,0,7.6,2.6,0.32,0,1,0,0,0,0,0.0,152.0,0.32,0.0,-7.0,19.0,5.0,0
1,1,1,9773,1,1,153.0,1,1,1,141,175,157.9,0,0,1,1,0,1,18,0,8.9,1.4,3.51,1,2,0,0,18,18,3.51,160.20000000000002,3.51,1.4,4.900000000000006,1.0,158.0,0
1,18,1,9500,1,1,178.0,1,19,1,4,8,174.7,0,0,0,1,0,0,18,0,13.9,-0.3,0.79,0,0,0,0,0,0,0.0,250.20000000000002,0.79,-0.0,-3.3000000000000114,10.0,6.0,0
1,1,5,9500,1,1,129.0,1,37,37,9,9,128.8,1,0,0,1,0,0,19,0,7.6,2.6,0.32,0,1,0,0,0,0,0.0,144.4,0.32,0.0,-0.19999999999998863,37.0,9.0,0
1,1,6,9773,1,1,116.0,1,19,1,4,4,110.1,1,0,0,1,0,1,19,0,12.4,0.5,1.79,0,2,0,0,19,0,0.0,235.6,1.79,0.0,-5.900000000000006,10.0,4.0,0
1,1,3,9238,1,1,135.0,1,1,12,9,10,121.0,1,0,0,1,0,1,19,0,12.4,0.5,1.79,0,2,0,0,19,0,0.0,235.6,1.79,0.0,-14.0,6.5,9.5,0
1,1,3,9500,1,1,141.0,1,19,19,9,7,131.7,1,0,0,1,0,1,19,0,15.5,2.8,-4.06,0,2,0,0,19,0,-0.0,294.5,-4.06,0.0,-9.300000000000011,19.0,8.0,0
1,17,5,9853,1,1,132.0,1,37,38,5,6,119.1,1,0,0,1,0,1,19,0,9.4,-0.8,-3.12,0,2,0,0,19,0,-0.0,178.6,-3.12,-0.0,-12.900000000000006,37.5,5.5,0
1,1,4,9254,1,1,132.0,1,12,19,9,9,124.7,1,0,0,1,0,0,19,0,7.6,2.6,0.32,0,1,0,0,0,0,0.0,144.4,0.32,0.0,-7.299999999999997,15.5,9.0,1
1,17,1,9254,1,1,113.0,1,1,37,9,10,117.2,1,0,0,1,0,0,20,0,7.6,2.6,0.32,0,1,0,0,0,0,0.0,152.0,0.32,0.0,4.200000000000003,19.0,9.5,1
1,1,1,9147,1,1,134.0,1,3,19,2,10,128.8,0,0,0,1,0,0,18,0,13.9,-0.3,0.79,0,0,0,0,0,0,0.0,250.20000000000002,0.79,-0.0,-5.199999999999989,11.0,6.0,0
1,1,1,9500,1,1,136.0,1,1,19,9,9,131.5,0,0,0,1,0,1,20,0,11.1,0.6,2.02,0,1,0,0,20,0,0.0,222.0,2.02,0.0,-4.5,10.0,9.0,0
1,1,1,9085,1,1,129.0,1,1,38,4,7,123.4,0,0,0,1,0,0,19,0,7.6,2.6,0.32,0,0,0,0,0,0,0.0,144.4,0.32,0.0,-5.599999999999994,19.5,5.5,0
1,1,1,9853,1,1,137.0,1,37,37,9,9,132.8,1,0,0,1,0,0,18,0,7.6,2.6,0.32,0,1,0,0,0,0,0.0,136.79999999999998,0.32,0.0,-4.199999999999989,37.0,9.0,0
1,43,1,9853,1,1,115.0,1,3,37,2,5,108.7,1,0,0,1,0,0,21,0,9.4,-0.8,-3.12,0,1,0,0,0,0,-0.0,197.4,-3.12,-0.0,-6.299999999999997,20.0,3.5,1
1,1,1,9853,1,1,129.0,1,38,37,6,6,138.1,0,0,0,1,0,0,19,0,7.6,2.6,0.32,0,0,0,0,0,0,0.0,144.4,0.32,0.0,9.099999999999994,37.5,6.0,1
1,1,1,9147,1,1,131.0,1,38,38,9,9,126.5,0,0,0,1,0,1,18,0,12.4,0.5,1.79,0,1,0,0,18,0,0.0,223.20000000000002,1.79,0.0,-4.5,38.0,9.0,0
