horizon,feature,family,mean_abs_shap,mean_shap,direction
t2,s2_wo_eval,2nd-Semester,0.006930006742079675,0.0021221749263309565,Risk
t2,MaritalStatus,Demographics,0.005066043090739318,-0.000128641822178629,Protective
t2,s2_credited,2nd-Semester,0.0050416636370848355,0.0005766613639954908,Risk
t2,Nationality,Demographics,0.003284186653340461,0.0008361429014503578,Risk
t2,International,Demographics,0.0015045568835949784,0.0001412711846183272,Risk
t2,zero_grade_s1,Other,0.0005647698892368475,5.793931314112602e-06,Risk
t2,Attendance,Other,0.0005292836850116083,-0.0001781056664514206,Protective
t2,zero_grade_s2,2nd-Semester,0.00030579706228503435,-1.893894266230708e-05,Protective
t2,SpecialNeeds,Demographics,0.0,0.0,Protective
t2,low_grade_flag_s1,Other,0.0,0.0,Protective
t2,low_grade_flag_s2,2nd-Semester,0.0,0.0,Protective
