horizon,feature,family,mean_abs_shap,mean_shap,direction
t2,s1_pass_efficiency,1st-Semester,0.0010354657454970178,0.000635680497178236,Risk
t2,s2_credited,2nd-Semester,0.0009550044408562136,0.00031105876222117947,Risk
t2,s1_credited,1st-Semester,0.0008160902898716753,0.0006258664684715429,Risk
t2,s1_credit_rate,1st-Semester,0.0006424034368117696,0.00014025112623052433,Risk
t2,cum_failed,2nd-Semester,0.0006034238733337684,-0.0003430283916497941,Protective
t2,s1_failed,1st-Semester,0.0003563870779786914,-9.1766320886304e-05,Protective
t2,zero_grade_s1,Other,0.0002197911010142198,-0.00011987327490768187,Protective
t2,s2_n_bank,2nd-Semester,0.00013135892411764638,7.437843225156353e-05,Risk
t2,s1_n_bank,1st-Semester,0.00012916188589290372,4.7407972994320356e-05,Risk
t2,s2_eval_rate,2nd-Semester,4.5819671873683435e-05,4.246686344259479e-05,Risk
t2,s1_wo_eval,1st-Semester,0.0,0.0,Protective
t2,s2_wo_eval,2nd-Semester,0.0,0.0,Protective
t2,Debtor,Financial/Macro,0.0,0.0,Protective
t2,MaritalStatus,Demographics,0.0,0.0,Protective
t2,Attendance,Other,0.0,0.0,Protective
t2,MotherQual,Course/Family,0.0,0.0,Protective
t2,FatherQual,Course/Family,0.0,0.0,Protective
t2,MotherOcc,Course/Family,0.0,0.0,Protective
t2,FatherOcc,Course/Family,0.0,0.0,Protective
t2,Displaced,Course/Family,0.0,0.0,Protective
t2,s1_eval_gap,1st-Semester,0.0,0.0,Protective
t2,parent_qual_avg,Course/Family,0.0,0.0,Protective
t2,parent_occ_avg,Course/Family,0.0,0.0,Protective
t2,inflation_x_debtor,Financial/Macro,0.0,0.0,Protective
t2,gdp_x_debtor,Financial/Macro,0.0,0.0,Protective
t2,s2_eval_gap,2nd-Semester,0.0,0.0,Protective
t2,eval_participation_gap,Other,0.0,0.0,Protective
