test_index,archetype_id,archetype_label,dropout_probability,true_label
126,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
127,3,Low-Risk: Demographics,0.014391271271112489,0
128,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
129,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
130,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
131,3,Low-Risk: Demographics,0.005901480035669132,0
132,3,Low-Risk: Demographics,0.03670313077306053,0
133,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
134,3,Low-Risk: Demographics,0.005042879049975381,0
135,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
136,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
137,3,Low-Risk: Demographics,0.00789113932908759,0
138,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
139,3,Low-Risk: Demographics,0.742709960574781,1
140,3,Low-Risk: Demographics,0.05023993384105771,0
141,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
142,2,High-Risk: 2nd-Semester + 1st-Semester,0.9775062248372618,1
143,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
144,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
145,3,Low-Risk: Demographics,0.8283305277916039,1
146,1,High-Risk: 2nd-Semester + Financial/Macro,0.996868421283621,1
147,3,Low-Risk: Demographics,0.7499805764926527,1
148,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
149,3,Low-Risk: Demographics,0.005042879049975381,0
150,3,Low-Risk: Demographics,0.4256671262092558,1
151,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
152,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
153,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
154,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
155,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
156,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
157,3,Low-Risk: Demographics,0.005088892453690513,0
158,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
159,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
160,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
161,3,Low-Risk: Demographics,0.005042879049975381,0
162,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
163,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
164,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
165,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
166,3,Low-Risk: Demographics,0.013112764061258348,0
167,3,Low-Risk: Demographics,0.005792540185205954,0
168,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
169,3,Low-Risk: Demographics,0.005304819451369526,0
170,3,Low-Risk: Demographics,0.9957497728544906,1
171,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
172,3,Low-Risk: Demographics,0.9930633934047618,1
173,1,High-Risk: 2nd-Semester + Financial/Macro,0.9761881629677281,1
174,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
175,3,Low-Risk: Demographics,0.10735255967109793,0
176,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
177,3,Low-Risk: Demographics,0.005792540185205954,0
178,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
179,3,Low-Risk: Demographics,0.09011878849613755,0
180,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
181,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
182,1,High-Risk: 2nd-Semester + Financial/Macro,0.996592727361068,1
183,2,High-Risk: 2nd-Semester + 1st-Semester,0.8416265662923043,1
184,3,Low-Risk: Demographics,0.005471009654343618,0
185,1,High-Risk: 2nd-Semester + Financial/Macro,0.9965702554871049,1
186,3,Low-Risk: Demographics,0.008350266926331654,0
187,2,High-Risk: 2nd-Semester + 1st-Semester,0.9778096766546968,1
188,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
189,3,Low-Risk: Demographics,0.22225738730377675,0
190,3,Low-Risk: Demographics,0.2999896645260245,0
191,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
192,2,High-Risk: 2nd-Semester + 1st-Semester,0.8555249140478353,1
193,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
194,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
195,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
196,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
197,3,Low-Risk: Demographics,0.014336430023760699,0
198,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
199,1,High-Risk: 2nd-Semester + Financial/Macro,0.9957497728544906,1
200,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
201,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
202,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
203,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
204,3,Low-Risk: Demographics,0.005042879049975381,0
205,1,High-Risk: 2nd-Semester + Financial/Macro,0.99701850385194,1
206,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
207,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
208,3,Low-Risk: Demographics,0.006364899178407051,0
209,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
210,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
211,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
212,3,Low-Risk: Demographics,0.005520907829915819,0
213,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971445768503271,1
214,3,Low-Risk: Demographics,0.03275252315554408,0
215,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
216,3,Low-Risk: Demographics,0.005042879049975381,0
217,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
218,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
219,3,Low-Risk: Demographics,0.005581101693660183,0
220,3,Low-Risk: Demographics,0.05524168305626089,0
221,3,Low-Risk: Demographics,0.005088892453690513,0
222,2,High-Risk: 2nd-Semester + 1st-Semester,0.9145854517053004,1
223,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
224,3,Low-Risk: Demographics,0.005042879049975381,0
225,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
226,3,Low-Risk: Demographics,0.5114921021848006,0
227,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
228,3,Low-Risk: Demographics,0.1517463026226705,0
229,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
230,3,Low-Risk: Demographics,0.005042879049975381,0
231,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
232,3,Low-Risk: Demographics,0.005088892453690513,0
233,3,Low-Risk: Demographics,0.005088892453690513,0
234,3,Low-Risk: Demographics,0.005042879049975381,0
235,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
236,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
237,1,High-Risk: 2nd-Semester + Financial/Macro,0.9968520336913034,1
238,3,Low-Risk: Demographics,0.005042879049975381,0
239,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
240,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
241,3,Low-Risk: Demographics,0.646143608956948,0
242,3,Low-Risk: Demographics,0.008718967449015666,0
243,2,High-Risk: 2nd-Semester + 1st-Semester,0.6266487087997018,1
244,3,Low-Risk: Demographics,0.038938750543726246,1
245,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
246,3,Low-Risk: Demographics,0.14668564372699064,0
247,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
248,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
249,3,Low-Risk: Demographics,0.005304819451369526,0
250,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
251,3,Low-Risk: Demographics,0.005308036886900704,0
252,2,High-Risk: 2nd-Semester + 1st-Semester,0.6705498982976599,1
253,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
254,3,Low-Risk: Demographics,0.07594667701541452,0
255,3,Low-Risk: Demographics,0.005959045912023634,0
256,3,Low-Risk: Demographics,0.005471009654343618,0
257,1,High-Risk: 2nd-Semester + Financial/Macro,0.9968520336913034,1
258,3,Low-Risk: Demographics,0.20243898852360967,0
259,2,High-Risk: 2nd-Semester + 1st-Semester,0.7535357814794803,1
260,3,Low-Risk: Demographics,0.43986199811122456,1
261,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
262,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
263,3,Low-Risk: Demographics,0.007376952840964452,0
264,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
265,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
266,3,Low-Risk: Demographics,0.005304819451369526,0
267,3,Low-Risk: Demographics,0.09501138545817113,0
268,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
269,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
270,3,Low-Risk: Demographics,0.41510234915817124,1
271,3,Low-Risk: Demographics,0.0053532100529695495,0
272,1,High-Risk: 2nd-Semester + Financial/Macro,0.9968312665742333,1
273,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
274,3,Low-Risk: Demographics,0.09011878849613755,0
275,3,Low-Risk: Demographics,0.9964269235377277,1
276,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971445768503271,1
277,3,Low-Risk: Demographics,0.9949764158674645,1
278,3,Low-Risk: Demographics,0.008453411427088284,0
279,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
280,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
281,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
282,3,Low-Risk: Demographics,0.007084881332944173,0
283,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
284,3,Low-Risk: Demographics,0.9790778423664867,1
285,3,Low-Risk: Demographics,0.005042879049975381,0
286,3,Low-Risk: Demographics,0.9955623970346539,1
287,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
288,3,Low-Risk: Demographics,0.6840392949972205,1
289,1,High-Risk: 2nd-Semester + Financial/Macro,0.9781667597002542,1
290,1,High-Risk: 2nd-Semester + Financial/Macro,0.9970850087115664,1
291,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
292,3,Low-Risk: Demographics,0.005088892453690513,0
293,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
294,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
295,3,Low-Risk: Demographics,0.07152493049659103,0
296,3,Low-Risk: Demographics,0.008179136182048925,0
297,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
298,3,Low-Risk: Demographics,0.09121557610433546,0
299,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
300,3,Low-Risk: Demographics,0.5720061553106222,1
301,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
302,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
303,2,High-Risk: 2nd-Semester + 1st-Semester,0.9971987629133389,1
304,2,High-Risk: 2nd-Semester + 1st-Semester,0.265794318204485,0
305,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
306,1,High-Risk: 2nd-Semester + Financial/Macro,0.9962664837143688,1
307,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
308,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
309,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
310,3,Low-Risk: Demographics,0.6362364739729482,1
311,3,Low-Risk: Demographics,0.010022039139333087,0
312,3,Low-Risk: Demographics,0.6718758355935118,1
313,3,Low-Risk: Demographics,0.005304819451369526,0
314,2,High-Risk: 2nd-Semester + 1st-Semester,0.9809561381938603,1
315,3,Low-Risk: Demographics,0.006828696370570251,0
316,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971445768503271,1
317,3,Low-Risk: Demographics,0.36416616156150283,0
318,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
319,2,High-Risk: 2nd-Semester + 1st-Semester,0.5897070566667449,0
320,3,Low-Risk: Demographics,0.09121557610433546,0
321,3,Low-Risk: Demographics,0.43611789326352696,1
322,2,High-Risk: 2nd-Semester + 1st-Semester,0.9728301521283307,1
323,2,High-Risk: 2nd-Semester + 1st-Semester,0.5720061553106222,0
324,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
325,3,Low-Risk: Demographics,0.06826505327600643,0
326,1,High-Risk: 2nd-Semester + Financial/Macro,0.8896976377809279,1
327,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
328,3,Low-Risk: Demographics,0.005250772558622452,0
329,3,Low-Risk: Demographics,0.007562443896653648,0
330,3,Low-Risk: Demographics,0.006035363177142487,0
331,1,High-Risk: 2nd-Semester + Financial/Macro,0.9964269235377277,1
332,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
333,3,Low-Risk: Demographics,0.005530662509226036,0
334,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
335,3,Low-Risk: Demographics,0.006202025887487687,0
336,2,High-Risk: 2nd-Semester + 1st-Semester,0.9352506862016551,1
337,3,Low-Risk: Demographics,0.005088892453690513,0
338,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
339,3,Low-Risk: Demographics,0.8467115314101432,1
340,3,Low-Risk: Demographics,0.4959554486814527,1
341,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971490346240673,1
342,3,Low-Risk: Demographics,0.99550744635085,1
343,3,Low-Risk: Demographics,0.2171495568303575,0
344,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
345,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
346,0,Low-Risk: Course/Family + Academic Preparation,0.995699530366908,1
347,3,Low-Risk: Demographics,0.43986199811122456,1
348,3,Low-Risk: Demographics,0.16108412594259836,0
349,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971490346240673,1
350,3,Low-Risk: Demographics,0.006692098782758844,0
351,3,Low-Risk: Demographics,0.005959045912023634,0
352,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971490346240673,1
353,3,Low-Risk: Demographics,0.009390703807986069,0
354,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
355,3,Low-Risk: Demographics,0.008602573518714449,0
356,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
357,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
358,3,Low-Risk: Demographics,0.005471009654343618,0
359,1,High-Risk: 2nd-Semester + Financial/Macro,0.9957497728544906,1
360,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
361,3,Low-Risk: Demographics,0.746333583305624,1
362,3,Low-Risk: Demographics,0.06843738802721766,0
363,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
364,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
365,3,Low-Risk: Demographics,0.005530662509226036,0
366,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
367,3,Low-Risk: Demographics,0.010040861594790137,0
368,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
369,3,Low-Risk: Demographics,0.005042879049975381,0
370,3,Low-Risk: Demographics,0.1707901881057726,0
371,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
372,3,Low-Risk: Demographics,0.08562481884633824,0
373,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
374,1,High-Risk: 2nd-Semester + Financial/Macro,0.9970915744874963,1
375,3,Low-Risk: Demographics,0.005530662509226036,0
376,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
377,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
378,2,High-Risk: 2nd-Semester + 1st-Semester,0.7482384263592547,1
379,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
380,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
381,3,Low-Risk: Demographics,0.005088892453690513,0
382,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
383,3,Low-Risk: Demographics,0.29635462117486877,0
384,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
385,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
386,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971445768503271,1
387,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
388,3,Low-Risk: Demographics,0.09121557610433546,0
389,3,Low-Risk: Demographics,0.015136310912759519,0
390,3,Low-Risk: Demographics,0.005088892453690513,0
391,3,Low-Risk: Demographics,0.5693210517125217,1
392,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
393,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
394,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
395,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
396,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
397,1,High-Risk: 2nd-Semester + Financial/Macro,0.9968520336913034,1
398,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
399,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
400,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
401,3,Low-Risk: Demographics,0.11633157489597888,0
402,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
403,3,Low-Risk: Demographics,0.005088892453690513,0
404,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
405,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
406,3,Low-Risk: Demographics,0.005042879049975381,0
407,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
408,2,High-Risk: 2nd-Semester + 1st-Semester,0.5950496385514409,0
409,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
410,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
411,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
412,1,High-Risk: 2nd-Semester + Financial/Macro,0.7171661939507048,1
413,1,High-Risk: 2nd-Semester + Financial/Macro,0.9971987629133389,1
414,3,Low-Risk: Demographics,0.005088892453690513,0
415,3,Low-Risk: Demographics,0.005088892453690513,0
416,3,Low-Risk: Demographics,0.005088892453690513,0
